id_movimiento,codigo_producto,tipo,cantidad,fecha
118,TORN-M8,S,36,2024-09-04
119,TURC-M6,S,69,2024-09-04
120,TURC-M8,S,16,2024-09-04
121,CABL-12,E,55,2024-09-05
122,CINT-5M,S,2,2024-09-05
123,CLAV-3P,S,8,2024-09-05
124,CODE-1P,S,2,2024-09-05
125,CODE-2P,S,1,2024-09-05
126,ESMA-NG,S,2,2024-09-05
127,ESMER-2,S,1,2024-09-05
128,FOCOS-L15,S,3,2024-09-05
129,FOCOS-L9,S,5,2024-09-05
130,INTE-SNC,S,1,2024-09-05
131,LLAV-12,S,1,2024-09-05
132,MART-2A,S,1,2024-09-05
133,PINT-BL,S,4,2024-09-05
134,PLIE-8P,S,1,2024-09-05
135,ROND-M6,S,39,2024-09-05
136,ROND-M8,S,22,2024-09-05
137,SELL-TF,S,1,2024-09-05
138,TALDR-1,S,1,2024-09-05
139,TOMA-SNC,S,16,2024-09-05
140,TORN-M10,S,11,2024-09-05
141,TORN-M4,S,5,2024-09-05
142,TORN-M6,S,9,2024-09-05
143,TORN-M8,S,19,2024-09-05
144,TURC-M6,S,176,2024-09-05
145,TURC-M8,S,27,2024-09-05
146,TOMA-SNC,E,530,2024-09-06
147,CLAV-3P,S,3,2024-09-06
148,CODE-2P,S,3,2024-09-06
149,ESMA-NG,S,1,2024-09-06
150,FOCOS-L9,S,5,2024-09-06
151,LIJAD-1,S,1,2024-09-06
152,PINT-BL,S,5,2024-09-06
153,PINT-GR,S,1,2024-09-06
154,ROND-M6,S,45,2024-09-06
155,ROND-M8,S,3,2024-09-06
156,TOMA-DBL,S,1,2024-09-06
157,TOMA-SNC,S,7,2024-09-06
158,TORN-M10,S,1,2024-09-06
159,TORN-M4,S,1,2024-09-06
160,TORN-M6,S,7,2024-09-06
161,TORN-M8,S,5,2024-09-06
162,TURC-M6,S,55,2024-09-06
163,TURC-M8,S,3,2024-09-06
164,BROD-4P,S,1,2024-09-07
165,CLAV-3P,S,5,2024-09-07
166,CODE-1P,S,3,2024-09-07
167,CODE-2P,S,4,2024-09-07
168,DEST-PH2,S,1,2024-09-07
169,ESMA-NG,S,2,2024-09-07
170,FOCOS-L15,S,3,2024-09-07
171,LIJAD-1,S,1,2024-09-07
172,MART-2A,S,1,2024-09-07
173,PINT-BG,S,1,2024-09-07
174,ROND-M6,S,13,2024-09-07
175,ROND-M8,S,18,2024-09-07
176,SOPLA-1,S,1,2024-09-07
177,TOMA-SNC,S,10,2024-09-07
178,TORN-M10,S,5,2024-09-07
179,TORN-M4,S,2,2024-09-07
180,TORN-M6,S,5,2024-09-07
181,TORN-M8,S,6,2024-09-07
182,TURC-M6,S,21,2024-09-07
183,TURC-M8,S,50,2024-09-07
184,CLAV-3P,E,150,2024-09-09
185,ESMA-NG,E,42,2024-09-09
186,CALAD-1,S,1,2024-09-09
187,CLAV-3P,S,1,2024-09-09
188,CODE-1P,S,4,2024-09-09
189,CODE-2P,S,2,2024-09-09
190,DEST-PL6,S,1,2024-09-09
191,ESMA-NG,S,1,2024-09-09
192,FOCOS-L15,S,4,2024-09-09
193,FOCOS-L9,S,1,2024-09-09
194,LIJAD-1,S,1,2024-09-09
195,MART-2A,S,1,2024-09-09
196,NIVE-60,S,1,2024-09-09
197,PINT-BL,S,7,2024-09-09
198,PINT-GR,S,2,2024-09-09
199,PLIE-6P,S,1,2024-09-09
200,PLIE-8P,S,1,2024-09-09
201,ROND-M6,S,30,2024-09-09
202,ROND-M8,S,34,2024-09-09
203,SELL-TF,S,2,2024-09-09
204,TOMA-DBL,S,1,2024-09-09
205,TOMA-SNC,S,4,2024-09-09
206,TORN-M10,S,4,2024-09-09
207,TORN-M4,S,2,2024-09-09
208,TORN-M8,S,51,2024-09-09
209,TURC-M6,S,20,2024-09-09
210,TURC-M8,S,16,2024-09-09
211,CLAV-2P,S,1,2024-09-10
212,CODE-1P,S,24,2024-09-10
213,CODE-2P,S,2,2024-09-10
214,ESMA-NG,S,2,2024-09-10
215,FOCOS-L15,S,2,2024-09-10
216,FOCOS-L9,S,2,2024-09-10
217,PINT-BL,S,13,2024-09-10
218,ROND-M6,S,14,2024-09-10
219,ROND-M8,S,31,2024-09-10
220,SELL-TF,S,1,2024-09-10
221,TOMA-SNC,S,18,2024-09-10
222,TORN-M10,S,20,2024-09-10
223,TORN-M4,S,9,2024-09-10
224,TORN-M6,S,3,2024-09-10
225,TORN-M8,S,24,2024-09-10
226,TURC-M6,S,140,2024-09-10
227,TURC-M8,S,50,2024-09-10
228,PINT-BL,E,195,2024-09-11
229,CLAV-2P,S,1,2024-09-11
230,CLAV-3P,S,2,2024-09-11
231,CODE-1P,S,4,2024-09-11
232,CODE-2P,S,3,2024-09-11
233,ESMA-NG,S,1,2024-09-11
234,FOCOS-L15,S,2,2024-09-11
235,LIJAD-1,S,1,2024-09-11
236,PINT-BL,S,1,2024-09-11
237,PLIE-6P,S,2,2024-09-11
238,ROND-M6,S,37,2024-09-11
239,ROND-M8,S,9,2024-09-11
240,SOPLA-1,S,1,2024-09-11
241,TOMA-DBL,S,1,2024-09-11
242,TOMA-SNC,S,5,2024-09-11
243,TORN-M10,S,3,2024-09-11
244,TORN-M4,S,4,2024-09-11
245,TORN-M6,S,18,2024-09-11
246,TORN-M8,S,10,2024-09-11
247,TURC-M6,S,41,2024-09-11
248,TURC-M8,S,25,2024-09-11
249,BROD-4P,S,1,2024-09-12
250,CLAV-3P,S,5,2024-09-12
251,CODE-1P,S,5,2024-09-12
252,CODE-2P,S,1,2024-09-12
253,DEST-PH2,S,1,2024-09-12
254,DEST-PL6,S,1,2024-09-12
255,FOCOS-L9,S,11,2024-09-12
256,LIAV-10,S,2,2024-09-12
257,LIJAD-1,S,5,2024-09-12
258,LLAV-12,S,2,2024-09-12
259,MART-2A,S,1,2024-09-12
260,PINT-BL,S,2,2024-09-12
261,PINT-GR,S,1,2024-09-12
262,ROND-M6,S,51,2024-09-12
263,ROND-M8,S,66,2024-09-12
264,SELL-TF,S,1,2024-09-12
265,SOPLA-1,S,1,2024-09-12
266,TOMA-SNC,S,29,2024-09-12
267,TORN-M10,S,4,2024-09-12
268,TORN-M4,S,3,2024-09-12
269,TORN-M6,S,1,2024-09-12
270,TORN-M8,S,6,2024-09-12
271,TURC-M6,S,153,2024-09-12
272,TURC-M8,S,37,2024-09-12
273,CLAV-3P,S,3,2024-09-13
274,CODE-1P,S,4,2024-09-13
275,ESMA-NG,S,1,2024-09-13
276,FOCOS-L15,S,2,2024-09-13
277,FOCOS-L9,S,1,2024-09-13
278,LIAV-10,S,1,2024-09-13
279,LLAV-12,S,1,2024-09-13
280,PINT-BL,S,3,2024-09-13
281,ROND-M6,S,22,2024-09-13
282,ROND-M8,S,21,2024-09-13
283,SIER-HK,S,1,2024-09-13
284,TOMA-DBL,S,1,2024-09-13
285,TOMA-SNC,S,23,2024-09-13
286,TORN-M10,S,12,2024-09-13
287,TORN-M4,S,3,2024-09-13
288,TORN-M6,S,5,2024-09-13
289,TORN-M8,S,7,2024-09-13
290,TURC-M6,S,37,2024-09-13
291,TURC-M8,S,19,2024-09-13
292,CLAV-3P,S,1,2024-09-14
293,CODE-1P,S,5,2024-09-14
294,CODE-2P,S,1,2024-09-14
295,FOCOS-L15,S,1,2024-09-14
296,FOCOS-L9,S,3,2024-09-14
297,LLAV-12,S,1,2024-09-14
298,MART-1A,S,1,2024-09-14
299,PINT-BG,S,1,2024-09-14
300,PINT-BL,S,1,2024-09-14
301,PLIE-8P,S,2,2024-09-14
302,ROLLO-1,S,1,2024-09-14
303,ROND-M6,S,16,2024-09-14
304,ROND-M8,S,20,2024-09-14
305,TABL-1P,S,1,2024-09-14
306,TALDR-1,S,1,2024-09-14
307,TOMA-SNC,S,11,2024-09-14
308,TORN-M10,S,10,2024-09-14
309,TORN-M4,S,2,2024-09-14
310,TORN-M6,S,8,2024-09-14
311,TORN-M8,S,14,2024-09-14
312,TURC-M6,S,42,2024-09-14
313,TURC-M8,S,14,2024-09-14
314,LIJAD-1,E,48,2024-09-16
315,BROD-2P,S,1,2024-09-16
316,CODE-1P,S,6,2024-09-16
317,CODE-2P,S,2,2024-09-16
318,FOCOS-L15,S,1,2024-09-16
319,FOCOS-L9,S,4,2024-09-16
320,INTE-SNC,S,1,2024-09-16
321,LIJAD-1,S,1,2024-09-16
322,MART-2A,S,1,2024-09-16
323,PINT-BG,S,2,2024-09-16
324,PINT-BL,S,11,2024-09-16
325,ROND-M6,S,18,2024-09-16
326,ROND-M8,S,21,2024-09-16
327,SELL-TF,S,1,2024-09-16
328,TOMA-SNC,S,13,2024-09-16
329,TORN-M10,S,21,2024-09-16
330,TORN-M4,S,3,2024-09-16
331,TORN-M6,S,2,2024-09-16
332,TORN-M8,S,6,2024-09-16
333,TURC-M6,S,19,2024-09-16
334,TURC-M8,S,24,2024-09-16
335,CLAV-3P,S,3,2024-09-17
336,CODE-1P,S,1,2024-09-17
337,DEST-PH2,S,1,2024-09-17
338,ESMA-NG,S,3,2024-09-17
339,FOCOS-L15,S,1,2024-09-17
340,FOCOS-L9,S,5,2024-09-17
341,LIAV-10,S,1,2024-09-17
342,LLAV-12,S,1,2024-09-17
343,MART-2A,S,1,2024-09-17
344,PINT-BG,S,2,2024-09-17
345,PINT-BL,S,3,2024-09-17
346,ROND-M6,S,44,2024-09-17
347,ROND-M8,S,6,2024-09-17
348,TOMA-SNC,S,3,2024-09-17
349,TORN-M10,S,5,2024-09-17
350,TORN-M4,S,9,2024-09-17
351,TORN-M6,S,3,2024-09-17
352,TORN-M8,S,9,2024-09-17
353,TURC-M6,S,50,2024-09-17
354,TURC-M8,S,6,2024-09-17
355,CINT-5M,S,1,2024-09-18
356,CLAV-2P,S,1,2024-09-18
357,CLAV-3P,S,3,2024-09-18
358,CODE-1P,S,1,2024-09-18
359,CODE-2P,S,1,2024-09-18
360,ESMA-NG,S,3,2024-09-18
361,FOCOS-L15,S,1,2024-09-18
362,FOCOS-L9,S,1,2024-09-18
363,INTE-SNC,S,1,2024-09-18
364,LIJAD-1,S,1,2024-09-18
365,LLAV-12,S,2,2024-09-18
366,MART-2A,S,1,2024-09-18
367,PINT-BG,S,1,2024-09-18
368,PINT-BL,S,2,2024-09-18
369,PINT-GR,S,1,2024-09-18
370,ROND-M6,S,33,2024-09-18
371,ROND-M8,S,21,2024-09-18
372,SIER-HK,S,1,2024-09-18
373,TORN-M10,S,16,2024-09-18
374,TORN-M4,S,3,2024-09-18
375,TORN-M6,S,2,2024-09-18
376,TORN-M8,S,41,2024-09-18
377,TURC-M6,S,46,2024-09-18
378,TURC-M8,S,23,2024-09-18
379,CLAV-3P,S,8,2024-09-19
380,CODE-1P,S,3,2024-09-19
381,ESMA-BL,S,2,2024-09-19
382,FOCOS-L9,S,1,2024-09-19
383,LLAV-12,S,1,2024-09-19
384,NIVE-60,S,1,2024-09-19
385,PINT-BG,S,1,2024-09-19
386,ROND-M6,S,60,2024-09-19
387,ROND-M8,S,20,2024-09-19
388,SELL-TF,S,2,2024-09-19
389,TOMA-SNC,S,3,2024-09-19
390,TORN-M10,S,9,2024-09-19
391,TORN-M4,S,3,2024-09-19
392,TORN-M6,S,10,2024-09-19
393,TORN-M8,S,6,2024-09-19
394,TURC-M6,S,145,2024-09-19
395,TURC-M8,S,17,2024-09-19
396,CABL-12,S,9,2024-09-20
397,CLAV-3P,S,5,2024-09-20
398,CODE-1P,S,4,2024-09-20
399,CODE-2P,S,3,2024-09-20
400,ESMA-NG,S,1,2024-09-20
401,FOCOS-L15,S,1,2024-09-20
402,FOCOS-L9,S,8,2024-09-20
403,INTE-SNC,S,1,2024-09-20
404,LIJAD-1,S,2,2024-09-20
405,LLAV-12,S,1,2024-09-20
406,MART-2A,S,1,2024-09-20
407,PINT-BG,S,1,2024-09-20
408,PLIE-6P,S,1,2024-09-20
409,ROND-M6,S,78,2024-09-20
410,ROND-M8,S,66,2024-09-20
411,SELL-TF,S,2,2024-09-20
412,TOMA-SNC,S,9,2024-09-20
413,TORN-M10,S,1,2024-09-20
414,TORN-M4,S,1,2024-09-20
415,TORN-M6,S,6,2024-09-20
416,TORN-M8,S,3,2024-09-20
417,TUBO-2P,S,27,2024-09-20
418,TURC-M6,S,21,2024-09-20
419,TURC-M8,S,57,2024-09-20
420,CLAV-3P,S,1,2024-09-21
421,CODE-1P,S,2,2024-09-21
422,CODE-2P,S,1,2024-09-21
423,FOCOS-L15,S,2,2024-09-21
424,FOCOS-L9,S,5,2024-09-21
425,LIJAD-1,S,2,2024-09-21
426,LLAV-12,S,1,2024-09-21
427,MART-2A,S,2,2024-09-21
428,PINT-BG,S,1,2024-09-21
429,PINT-BL,S,3,2024-09-21
430,PLIE-6P,S,1,2024-09-21
431,ROND-M6,S,40,2024-09-21
432,ROND-M8,S,34,2024-09-21
433,SELL-TF,S,2,2024-09-21
434,TOMA-SNC,S,13,2024-09-21
435,TORN-M4,S,5,2024-09-21
436,TORN-M6,S,9,2024-09-21
437,TORN-M8,S,17,2024-09-21
438,TUBO-1P,S,1,2024-09-21
439,TURC-M6,S,67,2024-09-21
440,TURC-M8,S,35,2024-09-21
441,FOCOS-L9,E,130,2024-09-23
442,CLAV-3P,S,4,2024-09-23
443,CODE-1P,S,8,2024-09-23
444,CODE-2P,S,1,2024-09-23
445,ESMA-NG,S,1,2024-09-23
446,FOCOS-L15,S,2,2024-09-23
447,FOCOS-L9,S,2,2024-09-23
448,INTE-SNC,S,1,2024-09-23
449,LIAV-10,S,1,2024-09-23
450,LLAV-12,S,1,2024-09-23
451,MART-2A,S,1,2024-09-23
452,PINT-GR,S,1,2024-09-23
453,ROLLO-1,S,1,2024-09-23
454,ROND-M6,S,12,2024-09-23
455,ROND-M8,S,29,2024-09-23
456,SIER-HK,S,1,2024-09-23
457,TOMA-SNC,S,3,2024-09-23
458,TORN-M10,S,11,2024-09-23
459,TORN-M4,S,2,2024-09-23
460,TORN-M6,S,6,2024-09-23
461,TORN-M8,S,11,2024-09-23
462,TURC-M6,S,89,2024-09-23
463,TURC-M8,S,14,2024-09-23
464,SOPLA-1,E,4,2024-09-24
465,CODE-1P,S,4,2024-09-24
466,DEST-PH2,S,2,2024-09-24
467,ESMA-NG,S,3,2024-09-24
468,FOCOS-L15,S,1,2024-09-24
469,FOCOS-L9,S,3,2024-09-24
470,LLAV-12,S,1,2024-09-24
471,MART-2A,S,1,2024-09-24
472,PINT-BG,S,1,2024-09-24
473,ROND-M6,S,33,2024-09-24
474,ROND-M8,S,62,2024-09-24
475,TOMA-SNC,S,7,2024-09-24
476,TORN-M10,S,6,2024-09-24
477,TORN-M4,S,2,2024-09-24
478,TORN-M6,S,6,2024-09-24
479,TORN-M8,S,4,2024-09-24
480,TURC-M6,S,80,2024-09-24
481,TURC-M8,S,75,2024-09-24
482,LLAV-12,E,35,2024-09-25
483,BROD-2P,S,1,2024-09-25
484,CINT-5M,S,2,2024-09-25
485,CLAV-3P,S,4,2024-09-25
486,CODE-1P,S,6,2024-09-25
487,CODE-2P,S,2,2024-09-25
488,FOCOS-L9,S,1,2024-09-25
489,INTE-SNC,S,1,2024-09-25
490,LIJAD-1,S,1,2024-09-25
491,NIVE-60,S,1,2024-09-25
492,PINT-BG,S,1,2024-09-25
493,PINT-BL,S,3,2024-09-25
494,PINT-GR,S,1,2024-09-25
495,ROLLO-1,S,1,2024-09-25
496,ROND-M6,S,16,2024-09-25
497,ROND-M8,S,12,2024-09-25
498,TALDR-1,S,1,2024-09-25
499,TOMA-SNC,S,2,2024-09-25
500,TORN-M10,S,6,2024-09-25
501,TORN-M4,S,3,2024-09-25
502,TORN-M6,S,11,2024-09-25
503,TORN-M8,S,9,2024-09-25
504,TUBO-1P,S,1,2024-09-25
505,TURC-M6,S,14,2024-09-25
506,TURC-M8,S,15,2024-09-25
507,MART-2A,E,45,2024-09-26
508,ROND-M6,E,2050,2024-09-26
509,TUBO-2P,E,45,2024-09-26
510,CLAV-3P,S,9,2024-09-26
511,CODE-1P,S,5,2024-09-26
512,CODE-2P,S,2,2024-09-26
513,ESMA-NG,S,1,2024-09-26
514,FOCOS-L15,S,1,2024-09-26
515,FOCOS-L9,S,2,2024-09-26
516,INTE-SNC,S,1,2024-09-26
517,LIJAD-1,S,1,2024-09-26
518,PINT-BL,S,4,2024-09-26
519,ROND-M6,S,37,2024-09-26
520,ROND-M8,S,16,2024-09-26
521,SELL-TF,S,1,2024-09-26
522,TORN-M10,S,14,2024-09-26
523,TORN-M4,S,15,2024-09-26
524,TORN-M6,S,5,2024-09-26
525,TORN-M8,S,13,2024-09-26
526,TURC-M6,S,14,2024-09-26
527,TURC-M8,S,17,2024-09-26
528,BROD-4P,S,1,2024-09-27
529,CLAV-3P,S,3,2024-09-27
530,CODE-1P,S,6,2024-09-27
531,CODE-2P,S,2,2024-09-27
532,INTE-SNC,S,1,2024-09-27
533,LIAV-10,S,2,2024-09-27
534,MART-2A,S,2,2024-09-27
535,NIVE-60,S,2,2024-09-27
536,PINT-BG,S,2,2024-09-27
537,PINT-BL,S,2,2024-09-27
538,ROND-M6,S,52,2024-09-27
539,ROND-M8,S,42,2024-09-27
540,SELL-TF,S,1,2024-09-27
541,TOMA-SNC,S,6,2024-09-27
542,TORN-M10,S,6,2024-09-27
543,TORN-M4,S,5,2024-09-27
544,TORN-M6,S,4,2024-09-27
545,TORN-M8,S,6,2024-09-27
546,TURC-M6,S,113,2024-09-27
547,TURC-M8,S,10,2024-09-27
548,CLAV-3P,S,6,2024-09-28
549,CODE-1P,S,4,2024-09-28
550,DEST-PL6,S,2,2024-09-28
551,ESMA-NG,S,3,2024-09-28
552,ESMER-1,S,2,2024-09-28
553,FOCOS-L15,S,3,2024-09-28
554,FOCOS-L9,S,1,2024-09-28
555,LIJAD-1,S,1,2024-09-28
556,MART-2A,S,1,2024-09-28
557,PINT-BL,S,2,2024-09-28
558,PINT-GR,S,1,2024-09-28
559,ROND-M6,S,9,2024-09-28
560,ROND-M8,S,16,2024-09-28
561,TOMA-SNC,S,31,2024-09-28
562,TORN-M10,S,6,2024-09-28
563,TORN-M4,S,5,2024-09-28
564,TORN-M6,S,6,2024-09-28
565,TORN-M8,S,6,2024-09-28
566,TUBO-1P,S,2,2024-09-28
567,TURC-M6,S,40,2024-09-28
568,TURC-M8,S,38,2024-09-28
569,PINT-BG,E,37,2024-09-30
570,CLAV-3P,S,1,2024-09-30
571,CODE-1P,S,4,2024-09-30
572,DEST-PH2,S,1,2024-09-30
573,FOCOS-L9,S,1,2024-09-30
574,INTE-SNC,S,1,2024-09-30
575,LIAV-10,S,1,2024-09-30
576,LLAV-12,S,1,2024-09-30
577,PINT-BG,S,1,2024-09-30
578,PINT-BL,S,1,2024-09-30
579,PINT-GR,S,1,2024-09-30
580,ROND-M6,S,22,2024-09-30
581,ROND-M8,S,6,2024-09-30
582,SELL-TF,S,1,2024-09-30
583,SIER-HK,S,1,2024-09-30
584,TOMA-DBL,S,2,2024-09-30
585,TOMA-SNC,S,6,2024-09-30
586,TORN-M10,S,9,2024-09-30
587,TORN-M4,S,4,2024-09-30
588,TORN-M6,S,3,2024-09-30
589,TORN-M8,S,32,2024-09-30
590,TURC-M6,S,66,2024-09-30
591,TURC-M8,S,39,2024-09-30
592,CINT-5M,E,20,2024-10-01
593,ROND-M8,E,1850,2024-10-01
594,TURC-M6,E,2900,2024-10-01
595,CLAV-2P,S,1,2024-10-01
596,CLAV-3P,S,6,2024-10-01
597,CODE-1P,S,7,2024-10-01
598,CODE-2P,S,3,2024-10-01
599,ESMA-BL,S,1,2024-10-01
600,FOCOS-L15,S,2,2024-10-01
601,FOCOS-L9,S,1,2024-10-01
602,LIJAD-1,S,1,2024-10-01
603,PINT-BG,S,2,2024-10-01
604,PINT-BL,S,1,2024-10-01
605,ROND-M6,S,42,2024-10-01
606,ROND-M8,S,13,2024-10-01
607,TOMA-SNC,S,6,2024-10-01
608,TORN-M10,S,4,2024-10-01
609,TORN-M4,S,2,2024-10-01
610,TORN-M8,S,10,2024-10-01
611,TURC-M6,S,8,2024-10-01
612,TURC-M8,S,23,2024-10-01
613,CLAV-3P,S,2,2024-10-02
614,CODE-2P,S,2,2024-10-02
615,DEST-PL6,S,2,2024-10-02
616,LIAV-10,S,1,2024-10-02
617,PINT-BG,S,1,2024-10-02
618,PINT-GR,S,1,2024-10-02
619,ROND-M6,S,4,2024-10-02
620,ROND-M8,S,5,2024-10-02
621,SELL-TF,S,3,2024-10-02
622,TOMA-DBL,S,1,2024-10-02
623,TOMA-SNC,S,9,2024-10-02
624,TORN-M10,S,6,2024-10-02
625,TORN-M4,S,13,2024-10-02
626,TORN-M6,S,1,2024-10-02
627,TORN-M8,S,34,2024-10-02
628,TURC-M6,S,18,2024-10-02
629,TURC-M8,S,50,2024-10-02
630,BROD-2P,S,1,2024-10-03
631,CLAV-3P,S,7,2024-10-03
632,CODE-1P,S,23,2024-10-03
633,CODE-2P,S,3,2024-10-03
634,DEST-PH2,S,1,2024-10-03
635,DEST-PL6,S,1,2024-10-03
636,FOCOS-L15,S,2,2024-10-03
637,FOCOS-L9,S,2,2024-10-03
638,INTE-SNC,S,1,2024-10-03
639,LLAV-12,S,1,2024-10-03
640,MART-2A,S,3,2024-10-03
641,PINT-BL,S,2,2024-10-03
642,ROND-M6,S,35,2024-10-03
643,ROND-M8,S,21,2024-10-03
644,TOMA-SNC,S,8,2024-10-03
645,TORN-M10,S,3,2024-10-03
646,TORN-M4,S,2,2024-10-03
647,TORN-M6,S,6,2024-10-03
648,TORN-M8,S,15,2024-10-03
649,TUBO-1P,S,1,2024-10-03
650,TURC-M6,S,17,2024-10-03
651,TURC-M8,S,39,2024-10-03
652,NIVE-60,E,20,2024-10-04
653,BROD-2P,S,1,2024-10-04
654,CINT-5M,S,1,2024-10-04
655,CLAV-3P,S,4,2024-10-04
656,CODE-1P,S,3,2024-10-04
657,CODE-2P,S,1,2024-10-04
658,FOCOS-L9,S,2,2024-10-04
659,MART-2A,S,1,2024-10-04
660,PINT-BG,S,2,2024-10-04
661,PINT-BL,S,2,2024-10-04
662,ROND-M6,S,46,2024-10-04
663,ROND-M8,S,16,2024-10-04
664,SELL-TF,S,1,2024-10-04
665,TOMA-SNC,S,22,2024-10-04
666,TORN-M10,S,2,2024-10-04
667,TORN-M4,S,7,2024-10-04
668,TORN-M8,S,14,2024-10-04
669,TURC-M6,S,16,2024-10-04
670,TURC-M8,S,5,2024-10-04
671,CLAV-3P,S,4,2024-10-05
672,CODE-2P,S,4,2024-10-05
673,DEST-PH2,S,2,2024-10-05
674,DEST-PL6,S,1,2024-10-05
675,FOCOS-L15,S,1,2024-10-05
676,FOCOS-L9,S,5,2024-10-05
677,LIJAD-1,S,2,2024-10-05
678,MART-2A,S,3,2024-10-05
679,NIVE-60,S,1,2024-10-05
680,PINT-BL,S,2,2024-10-05
681,ROND-M6,S,19,2024-10-05
682,ROND-M8,S,43,2024-10-05
