id_movimiento,codigo_producto,tipo,cantidad,fecha
100066,TALDR-2,S,1,2024-09-02
100067,TOMA-SNC,S,1,2024-09-02
100068,TORN-M10,S,5,2024-09-02
100069,TORN-M4,S,4,2024-09-02
100070,TORN-M6,S,5,2024-09-02
100071,TORN-M8,S,28,2024-09-02
100072,TUBO-1P,S,1,2024-09-02
100073,TURC-M6,S,51,2024-09-02
100074,TURC-M8,S,27,2024-09-02
100075,CLAV-2P,S,1,2024-09-03
100076,CLAV-3P,S,5,2024-09-03
100077,CODE-1P,S,10,2024-09-03
100078,ESMA-BL,S,1,2024-09-03
100079,FOCOS-L15,S,1,2024-09-03
100080,FOCOS-L9,S,3,2024-09-03
100081,LIJAD-1,S,1,2024-09-03
100082,MART-1A,S,1,2024-09-03
100083,NIVE-60,S,2,2024-09-03
100084,PINT-BL,S,4,2024-09-03
100085,ROND-M6,S,32,2024-09-03
100086,ROND-M8,S,13,2024-09-03
100087,SELL-TF,S,3,2024-09-03
100088,SIER-C1,S,1,2024-09-03
100089,TOMA-SNC,S,12,2024-09-03
100090,TORN-M10,S,11,2024-09-03
100091,TORN-M4,S,4,2024-09-03
100092,TORN-M6,S,3,2024-09-03
100093,TORN-M8,S,3,2024-09-03
100094,TURC-M6,S,22,2024-09-03
100095,TURC-M8,S,8,2024-09-03
100096,CLAV-3P,S,1,2024-09-04
100097,CODE-1P,S,6,2024-09-04
100098,CODE-2P,S,4,2024-09-04
100099,ESMA-NG,S,4,2024-09-04
100100,ESMER-1,S,1,2024-09-04
100101,FOCOS-L15,S,2,2024-09-04
100102,FOCOS-L9,S,2,2024-09-04
100103,INTE-SNC,S,1,2024-09-04
100104,LIAV-10,S,1,2024-09-04
100105,LIJAD-1,S,1,2024-09-04
100106,NIVE-60,S,1,2024-09-04
100107,PINT-BG,S,2,2024-09-04
100108,PINT-BL,S,1,2024-09-04
100109,PINT-GR,S,2,2024-09-04
100110,PLIE-6P,S,1,2024-09-04
100111,ROND-M6,S,106,2024-09-04
100112,ROND-M8,S,4,2024-09-04
100113,SELL-TF,S,2,2024-09-04
100114,TOMA-SNC,S,8,2024-09-04
100115,TORN-M10,S,5,2024-09-04
100116,TORN-M4,S,10,2024-09-04
100117,TORN-M6,S,1,2024-09-04
100118,TORN-M8,S,36,2024-09-04
100119,TURC-M6,S,69,2024-09-04
100120,TURC-M8,S,16,2024-09-04
100121,CABL-12,E,55,2024-09-05
100122,CINT-5M,S,2,2024-09-05
100123,CLAV-3P,S,8,2024-09-05
100124,CODE-1P,S,2,2024-09-05
100125,CODE-2P,S,1,2024-09-05
100126,ESMA-NG,S,2,2024-09-05
100127,ESMER-2,S,1,2024-09-05
100128,FOCOS-L15,S,3,2024-09-05
100129,FOCOS-L9,S,5,2024-09-05
100130,INTE-SNC,S,1,2024-09-05
100131,LLAV-12,S,1,2024-09-05
100132,MART-2A,S,1,2024-09-05
100133,PINT-BL,S,4,2024-09-05
100134,PLIE-8P,S,1,2024-09-05
100135,ROND-M6,S,39,2024-09-05
100136,ROND-M8,S,22,2024-09-05
100137,SELL-TF,S,1,2024-09-05
100138,TALDR-1,S,1,2024-09-05
100139,TOMA-SNC,S,16,2024-09-05
100140,TORN-M10,S,11,2024-09-05
100141,TORN-M4,S,5,2024-09-05
100142,TORN-M6,S,9,2024-09-05
100143,TORN-M8,S,19,2024-09-05
100144,TURC-M6,S,176,2024-09-05
100145,TURC-M8,S,27,2024-09-05
100146,TOMA-SNC,E,530,2024-09-06
100147,CLAV-3P,S,3,2024-09-06
100148,CODE-2P,S,3,2024-09-06
100149,ESMA-NG,S,1,2024-09-06
100150,FOCOS-L9,S,5,2024-09-06
100151,LIJAD-1,S,1,2024-09-06
100152,PINT-BL,S,5,2024-09-06
100153,PINT-GR,S,1,2024-09-06
100154,ROND-M6,S,45,2024-09-06
100155,ROND-M8,S,3,2024-09-06
100156,TOMA-DBL,S,1,2024-09-06
100157,TOMA-SNC,S,7,2024-09-06
100158,TORN-M10,S,1,2024-09-06
100159,TORN-M4,S,1,2024-09-06
100160,TORN-M6,S,7,2024-09-06
100161,TORN-M8,S,5,2024-09-06
100162,TURC-M6,S,55,2024-09-06
100163,TURC-M8,S,3,2024-09-06
100164,BROD-4P,S,1,2024-09-07
100165,CLAV-3P,S,5,2024-09-07
100166,CODE-1P,S,3,2024-09-07
100167,CODE-2P,S,4,2024-09-07
100168,DEST-PH2,S,1,2024-09-07
100169,ESMA-NG,S,2,2024-09-07
100170,FOCOS-L15,S,3,2024-09-07
100171,LIJAD-1,S,1,2024-09-07
100172,MART-2A,S,1,2024-09-07
100173,PINT-BG,S,1,2024-09-07
100174,ROND-M6,S,13,2024-09-07
100175,ROND-M8,S,18,2024-09-07
100176,SOPLA-1,S,1,2024-09-07
100177,TOMA-SNC,S,10,2024-09-07
100178,TORN-M10,S,5,2024-09-07
100179,TORN-M4,S,2,2024-09-07
100180,TORN-M6,S,5,2024-09-07
100181,TORN-M8,S,6,2024-09-07
100182,TURC-M6,S,21,2024-09-07
100183,TURC-M8,S,50,2024-09-07
100184,CLAV-3P,E,150,2024-09-09
100185,ESMA-NG,E,42,2024-09-09
100186,CALAD-1,S,1,2024-09-09
100187,CLAV-3P,S,1,2024-09-09
100188,CODE-1P,S,4,2024-09-09
100189,CODE-2P,S,2,2024-09-09
100190,DEST-PL6,S,1,2024-09-09
100191,ESMA-NG,S,1,2024-09-09
100192,FOCOS-L15,S,4,2024-09-09
100193,FOCOS-L9,S,1,2024-09-09
100194,LIJAD-1,S,1,2024-09-09
100195,MART-2A,S,1,2024-09-09
100196,NIVE-60,S,1,2024-09-09
100197,PINT-BL,S,7,2024-09-09
100198,PINT-GR,S,2,2024-09-09
100199,PLIE-6P,S,1,2024-09-09
100200,PLIE-8P,S,1,2024-09-09
100201,ROND-M6,S,30,2024-09-09
100202,ROND-M8,S,34,2024-09-09
100203,SELL-TF,S,2,2024-09-09
100204,TOMA-DBL,S,1,2024-09-09
100205,TOMA-SNC,S,4,2024-09-09
100206,TORN-M10,S,4,2024-09-09
100207,TORN-M4,S,2,2024-09-09
100208,TORN-M8,S,51,2024-09-09
100209,TURC-M6,S,20,2024-09-09
100210,TURC-M8,S,16,2024-09-09
100211,CLAV-2P,S,1,2024-09-10
100212,CODE-1P,S,24,2024-09-10
100213,CODE-2P,S,2,2024-09-10
100214,ESMA-NG,S,2,2024-09-10
100215,FOCOS-L15,S,2,2024-09-10
100216,FOCOS-L9,S,2,2024-09-10
100217,PINT-BL,S,13,2024-09-10
100218,ROND-M6,S,14,2024-09-10
100219,ROND-M8,S,31,2024-09-10
100220,SELL-TF,S,1,2024-09-10
100221,TOMA-SNC,S,18,2024-09-10
100222,TORN-M10,S,20,2024-09-10
100223,TORN-M4,S,9,2024-09-10
100224,TORN-M6,S,3,2024-09-10
100225,TORN-M8,S,24,2024-09-10
100226,TURC-M6,S,140,2024-09-10
100227,TURC-M8,S,50,2024-09-10
100228,PINT-BL,E,195,2024-09-11
100229,CLAV-2P,S,1,2024-09-11
100230,CLAV-3P,S,2,2024-09-11
100231,CODE-1P,S,4,2024-09-11
100232,CODE-2P,S,3,2024-09-11
100233,ESMA-NG,S,1,2024-09-11
100234,FOCOS-L15,S,2,2024-09-11
100235,LIJAD-1,S,1,2024-09-11
100236,PINT-BL,S,1,2024-09-11
100237,PLIE-6P,S,2,2024-09-11
100238,ROND-M6,S,37,2024-09-11
100239,ROND-M8,S,9,2024-09-11
100240,SOPLA-1,S,1,2024-09-11
100241,TOMA-DBL,S,1,2024-09-11
100242,TOMA-SNC,S,5,2024-09-11
100243,TORN-M10,S,3,2024-09-11
100244,TORN-M4,S,4,2024-09-11
100245,TORN-M6,S,18,2024-09-11
100246,TORN-M8,S,10,2024-09-11
100247,TURC-M6,S,41,2024-09-11
100248,TURC-M8,S,25,2024-09-11
100249,BROD-4P,S,1,2024-09-12
100250,CLAV-3P,S,5,2024-09-12
100251,CODE-1P,S,5,2024-09-12
100252,CODE-2P,S,1,2024-09-12
100253,DEST-PH2,S,1,2024-09-12
100254,DEST-PL6,S,1,2024-09-12
100255,FOCOS-L9,S,11,2024-09-12
100256,LIAV-10,S,2,2024-09-12
100257,LIJAD-1,S,5,2024-09-12
100258,LLAV-12,S,2,2024-09-12
100259,MART-2A,S,1,2024-09-12
100260,PINT-BL,S,2,2024-09-12
100261,PINT-GR,S,1,2024-09-12
100262,ROND-M6,S,51,2024-09-12
100263,ROND-M8,S,66,2024-09-12
100264,SELL-TF,S,1,2024-09-12
100265,SOPLA-1,S,1,2024-09-12
100266,TOMA-SNC,S,29,2024-09-12
100267,TORN-M10,S,4,2024-09-12
100268,TORN-M4,S,3,2024-09-12
100269,TORN-M6,S,1,2024-09-12
100270,TORN-M8,S,6,2024-09-12
100271,TURC-M6,S,153,2024-09-12
100272,TURC-M8,S,37,2024-09-12
100273,CLAV-3P,S,3,2024-09-13
100274,CODE-1P,S,4,2024-09-13
100275,ESMA-NG,S,1,2024-09-13
100276,FOCOS-L15,S,2,2024-09-13
100277,FOCOS-L9,S,1,2024-09-13
100278,LIAV-10,S,1,2024-09-13
100279,LLAV-12,S,1,2024-09-13
100280,PINT-BL,S,3,2024-09-13
100281,ROND-M6,S,22,2024-09-13
100282,ROND-M8,S,21,2024-09-13
100283,SIER-HK,S,1,2024-09-13
100284,TOMA-DBL,S,1,2024-09-13
100285,TOMA-SNC,S,23,2024-09-13
100286,TORN-M10,S,12,2024-09-13
100287,TORN-M4,S,3,2024-09-13
100288,TORN-M6,S,5,2024-09-13
100289,TORN-M8,S,7,2024-09-13
100290,TURC-M6,S,37,2024-09-13
100291,TURC-M8,S,19,2024-09-13
100292,CLAV-3P,S,1,2024-09-14
100293,CODE-1P,S,5,2024-09-14
100294,CODE-2P,S,1,2024-09-14
100295,FOCOS-L15,S,1,2024-09-14
100296,FOCOS-L9,S,3,2024-09-14
100297,LLAV-12,S,1,2024-09-14
100298,MART-1A,S,1,2024-09-14
100299,PINT-BG,S,1,2024-09-14
100300,PINT-BL,S,1,2024-09-14
100301,PLIE-8P,S,2,2024-09-14
100302,ROLLO-1,S,1,2024-09-14
100303,ROND-M6,S,16,2024-09-14
100304,ROND-M8,S,20,2024-09-14
100305,TABL-1P,S,1,2024-09-14
100306,TALDR-1,S,1,2024-09-14
100307,TOMA-SNC,S,11,2024-09-14
100308,TORN-M10,S,10,2024-09-14
100309,TORN-M4,S,2,2024-09-14
100310,TORN-M6,S,8,2024-09-14
100311,TORN-M8,S,14,2024-09-14
100312,TURC-M6,S,42,2024-09-14
100313,TURC-M8,S,14,2024-09-14
100314,LIJAD-1,E,48,2024-09-16
100315,BROD-2P,S,1,2024-09-16
100316,CODE-1P,S,6,2024-09-16
100317,CODE-2P,S,2,2024-09-16
100318,FOCOS-L15,S,1,2024-09-16
100319,FOCOS-L9,S,4,2024-09-16
100320,INTE-SNC,S,1,2024-09-16
100321,LIJAD-1,S,1,2024-09-16
100322,MART-2A,S,1,2024-09-16
100323,PINT-BG,S,2,2024-09-16
100324,PINT-BL,S,11,2024-09-16
100325,ROND-M6,S,18,2024-09-16
100326,ROND-M8,S,21,2024-09-16
100327,SELL-TF,S,1,2024-09-16
100328,TOMA-SNC,S,13,2024-09-16
100329,TORN-M10,S,21,2024-09-16
100330,TORN-M4,S,3,2024-09-16
100331,TORN-M6,S,2,2024-09-16
100332,TORN-M8,S,6,2024-09-16
100333,TURC-M6,S,19,2024-09-16
100334,TURC-M8,S,24,2024-09-16
100335,CLAV-3P,S,3,2024-09-17
100336,CODE-1P,S,1,2024-09-17
100337,DEST-PH2,S,1,2024-09-17
100338,ESMA-NG,S,3,2024-09-17
100339,FOCOS-L15,S,1,2024-09-17
100340,FOCOS-L9,S,5,2024-09-17
100341,LIAV-10,S,1,2024-09-17
100342,LLAV-12,S,1,2024-09-17
100343,MART-2A,S,1,2024-09-17
100344,PINT-BG,S,2,2024-09-17
100345,PINT-BL,S,3,2024-09-17
100346,ROND-M6,S,44,2024-09-17
100347,ROND-M8,S,6,2024-09-17
100348,TOMA-SNC,S,3,2024-09-17
100349,TORN-M10,S,5,2024-09-17
100350,TORN-M4,S,9,2024-09-17
100351,TORN-M6,S,3,2024-09-17
100352,TORN-M8,S,9,2024-09-17
100353,TURC-M6,S,50,2024-09-17
100354,TURC-M8,S,6,2024-09-17
100355,CINT-5M,S,1,2024-09-18
100356,CLAV-2P,S,1,2024-09-18
100357,CLAV-3P,S,3,2024-09-18
100358,CODE-1P,S,1,2024-09-18
100359,CODE-2P,S,1,2024-09-18
100360,ESMA-NG,S,3,2024-09-18
100361,FOCOS-L15,S,1,2024-09-18
100362,FOCOS-L9,S,1,2024-09-18
100363,INTE-SNC,S,1,2024-09-18
100364,LIJAD-1,S,1,2024-09-18
100365,LLAV-12,S,2,2024-09-18
100366,MART-2A,S,1,2024-09-18
100367,PINT-BG,S,1,2024-09-18
100368,PINT-BL,S,2,2024-09-18
100369,PINT-GR,S,1,2024-09-18
100370,ROND-M6,S,33,2024-09-18
100371,ROND-M8,S,21,2024-09-18
100372,SIER-HK,S,1,2024-09-18
100373,TORN-M10,S,16,2024-09-18
100374,TORN-M4,S,3,2024-09-18
100375,TORN-M6,S,2,2024-09-18
100376,TORN-M8,S,41,2024-09-18
100377,TURC-M6,S,46,2024-09-18
100378,TURC-M8,S,23,2024-09-18
100379,CLAV-3P,S,8,2024-09-19
100380,CODE-1P,S,3,2024-09-19
100381,ESMA-BL,S,2,2024-09-19
100382,FOCOS-L9,S,1,2024-09-19
100383,LLAV-12,S,1,2024-09-19
100384,NIVE-60,S,1,2024-09-19
100385,PINT-BG,S,1,2024-09-19
100386,ROND-M6,S,60,2024-09-19
100387,ROND-M8,S,20,2024-09-19
100388,SELL-TF,S,2,2024-09-19
100389,TOMA-SNC,S,3,2024-09-19
100390,TORN-M10,S,9,2024-09-19
100391,TORN-M4,S,3,2024-09-19
100392,TORN-M6,S,10,2024-09-19
100393,TORN-M8,S,6,2024-09-19
100394,TURC-M6,S,145,2024-09-19
100395,TURC-M8,S,17,2024-09-19
100396,CABL-12,S,9,2024-09-20
100397,CLAV-3P,S,5,2024-09-20
100398,CODE-1P,S,4,2024-09-20
100399,CODE-2P,S,3,2024-09-20
100400,ESMA-NG,S,1,2024-09-20
100401,FOCOS-L15,S,1,2024-09-20
100402,FOCOS-L9,S,8,2024-09-20
100403,INTE-SNC,S,1,2024-09-20
100404,LIJAD-1,S,2,2024-09-20
100405,LLAV-12,S,1,2024-09-20
100406,MART-2A,S,1,2024-09-20
100407,PINT-BG,S,1,2024-09-20
100408,PLIE-6P,S,1,2024-09-20
100409,ROND-M6,S,78,2024-09-20
100410,ROND-M8,S,66,2024-09-20
100411,SELL-TF,S,2,2024-09-20
100412,TOMA-SNC,S,9,2024-09-20
100413,TORN-M10,S,1,2024-09-20
100414,TORN-M4,S,1,2024-09-20
100415,TORN-M6,S,6,2024-09-20
100416,TORN-M8,S,3,2024-09-20
100417,TUBO-2P,S,27,2024-09-20
100418,TURC-M6,S,21,2024-09-20
100419,TURC-M8,S,57,2024-09-20
100420,CLAV-3P,S,1,2024-09-21
100421,CODE-1P,S,2,2024-09-21
100422,CODE-2P,S,1,2024-09-21
100423,FOCOS-L15,S,2,2024-09-21
100424,FOCOS-L9,S,5,2024-09-21
100425,LIJAD-1,S,2,2024-09-21
100426,LLAV-12,S,1,2024-09-21
100427,MART-2A,S,2,2024-09-21
100428,PINT-BG,S,1,2024-09-21
100429,PINT-BL,S,3,2024-09-21
100430,PLIE-6P,S,1,2024-09-21
100431,ROND-M6,S,40,2024-09-21
100432,ROND-M8,S,34,2024-09-21
100433,SELL-TF,S,2,2024-09-21
100434,TOMA-SNC,S,13,2024-09-21
100435,TORN-M4,S,5,2024-09-21
100436,TORN-M6,S,9,2024-09-21
100437,TORN-M8,S,17,2024-09-21
100438,TUBO-1P,S,1,2024-09-21
100439,TURC-M6,S,67,2024-09-21
100440,TURC-M8,S,35,2024-09-21
100441,FOCOS-L9,E,130,2024-09-23
100442,CLAV-3P,S,4,2024-09-23
100443,CODE-1P,S,8,2024-09-23
100444,CODE-2P,S,1,2024-09-23
100445,ESMA-NG,S,1,2024-09-23
100446,FOCOS-L15,S,2,2024-09-23
100447,FOCOS-L9,S,2,2024-09-23
100448,INTE-SNC,S,1,2024-09-23
100449,LIAV-10,S,1,2024-09-23
100450,LLAV-12,S,1,2024-09-23
100451,MART-2A,S,1,2024-09-23
100452,PINT-GR,S,1,2024-09-23
100453,ROLLO-1,S,1,2024-09-23
100454,ROND-M6,S,12,2024-09-23
100455,ROND-M8,S,29,2024-09-23
100456,SIER-HK,S,1,2024-09-23
100457,TOMA-SNC,S,3,2024-09-23
100458,TORN-M10,S,11,2024-09-23
100459,TORN-M4,S,2,2024-09-23
100460,TORN-M6,S,6,2024-09-23
100461,TORN-M8,S,11,2024-09-23
100462,TURC-M6,S,89,2024-09-23
100463,TURC-M8,S,14,2024-09-23
100464,SOPLA-1,E,4,2024-09-24
100465,CODE-1P,S,4,2024-09-24
100466,DEST-PH2,S,2,2024-09-24
100467,ESMA-NG,S,3,2024-09-24
100468,FOCOS-L15,S,1,2024-09-24
100469,FOCOS-L9,S,3,2024-09-24
100470,LLAV-12,S,1,2024-09-24
100471,MART-2A,S,1,2024-09-24
100472,PINT-BG,S,1,2024-09-24
100473,ROND-M6,S,33,2024-09-24
100474,ROND-M8,S,62,2024-09-24
100475,TOMA-SNC,S,7,2024-09-24
100476,TORN-M10,S,6,2024-09-24
100477,TORN-M4,S,2,2024-09-24
100478,TORN-M6,S,6,2024-09-24
100479,TORN-M8,S,4,2024-09-24
100480,TURC-M6,S,80,2024-09-24
100481,TURC-M8,S,75,2024-09-24
100482,LLAV-12,E,35,2024-09-25
100483,BROD-2P,S,1,2024-09-25
100484,CINT-5M,S,2,2024-09-25
100485,CLAV-3P,S,4,2024-09-25
100486,CODE-1P,S,6,2024-09-25
100487,CODE-2P,S,2,2024-09-25
100488,FOCOS-L9,S,1,2024-09-25
100489,INTE-SNC,S,1,2024-09-25
100490,LIJAD-1,S,1,2024-09-25
100491,NIVE-60,S,1,2024-09-25
100492,PINT-BG,S,1,2024-09-25
100493,PINT-BL,S,3,2024-09-25
100494,PINT-GR,S,1,2024-09-25
100495,ROLLO-1,S,1,2024-09-25
100496,ROND-M6,S,16,2024-09-25
100497,ROND-M8,S,12,2024-09-25
100498,TALDR-1,S,1,2024-09-25
100499,TOMA-SNC,S,2,2024-09-25
100500,TORN-M10,S,6,2024-09-25
100501,TORN-M4,S,3,2024-09-25
100502,TORN-M6,S,11,2024-09-25
100503,TORN-M8,S,9,2024-09-25
100504,TUBO-1P,S,1,2024-09-25
100505,TURC-M6,S,14,2024-09-25
100506,TURC-M8,S,15,2024-09-25
100507,MART-2A,E,45,2024-09-26
100508,ROND-M6,E,2050,2024-09-26
100509,TUBO-2P,E,45,2024-09-26
100510,CLAV-3P,S,9,2024-09-26
100511,CODE-1P,S,5,2024-09-26
100512,CODE-2P,S,2,2024-09-26
100513,ESMA-NG,S,1,2024-09-26
100514,FOCOS-L15,S,1,2024-09-26
100515,FOCOS-L9,S,2,2024-09-26
100516,INTE-SNC,S,1,2024-09-26
100517,LIJAD-1,S,1,2024-09-26
100518,PINT-BL,S,4,2024-09-26
100519,ROND-M6,S,37,2024-09-26
100520,ROND-M8,S,16,2024-09-26
100521,SELL-TF,S,1,2024-09-26
100522,TORN-M10,S,14,2024-09-26
100523,TORN-M4,S,15,2024-09-26
100524,TORN-M6,S,5,2024-09-26
100525,TORN-M8,S,13,2024-09-26
100526,TURC-M6,S,14,2024-09-26
100527,TURC-M8,S,17,2024-09-26
100528,BROD-4P,S,1,2024-09-27
100529,CLAV-3P,S,3,2024-09-27
100530,CODE-1P,S,6,2024-09-27
100531,CODE-2P,S,2,2024-09-27
100532,INTE-SNC,S,1,2024-09-27
100533,LIAV-10,S,2,2024-09-27
100534,MART-2A,S,2,2024-09-27
100535,NIVE-60,S,2,2024-09-27
100536,PINT-BG,S,2,2024-09-27
100537,PINT-BL,S,2,2024-09-27
100538,ROND-M6,S,52,2024-09-27
100539,ROND-M8,S,42,2024-09-27
100540,SELL-TF,S,1,2024-09-27
100541,TOMA-SNC,S,6,2024-09-27
100542,TORN-M10,S,6,2024-09-27
100543,TORN-M4,S,5,2024-09-27
100544,TORN-M6,S,4,2024-09-27
100545,TORN-M8,S,6,2024-09-27
100546,TURC-M6,S,113,2024-09-27
100547,TURC-M8,S,10,2024-09-27
100548,CLAV-3P,S,6,2024-09-28
100549,CODE-1P,S,4,2024-09-28
100550,DEST-PL6,S,2,2024-09-28
100551,ESMA-NG,S,3,2024-09-28
100552,ESMER-1,S,2,2024-09-28
100553,FOCOS-L15,S,3,2024-09-28
100554,FOCOS-L9,S,1,2024-09-28
100555,LIJAD-1,S,1,2024-09-28
100556,MART-2A,S,1,2024-09-28
100557,PINT-BL,S,2,2024-09-28
100558,PINT-GR,S,1,2024-09-28
100559,ROND-M6,S,9,2024-09-28
100560,ROND-M8,S,16,2024-09-28
100561,TOMA-SNC,S,31,2024-09-28
100562,TORN-M10,S,6,2024-09-28
100563,TORN-M4,S,5,2024-09-28
100564,TORN-M6,S,6,2024-09-28
100565,TORN-M8,S,6,2024-09-28
100566,TUBO-1P,S,2,2024-09-28
100567,TURC-M6,S,40,2024-09-28
100568,TURC-M8,S,38,2024-09-28
100569,PINT-BG,E,37,2024-09-30
100570,CLAV-3P,S,1,2024-09-30
100571,CODE-1P,S,4,2024-09-30
100572,DEST-PH2,S,1,2024-09-30
100573,FOCOS-L9,S,1,2024-09-30
100574,INTE-SNC,S,1,2024-09-30
100575,LIAV-10,S,1,2024-09-30
100576,LLAV-12,S,1,2024-09-30
100577,PINT-BG,S,1,2024-09-30
100578,PINT-BL,S,1,2024-09-30
100579,PINT-GR,S,1,2024-09-30
100580,ROND-M6,S,22,2024-09-30
100581,ROND-M8,S,6,2024-09-30
100582,SELL-TF,S,1,2024-09-30
100583,SIER-HK,S,1,2024-09-30
100584,TOMA-DBL,S,2,2024-09-30
100585,TOMA-SNC,S,6,2024-09-30
100586,TORN-M10,S,9,2024-09-30
100587,TORN-M4,S,4,2024-09-30
100588,TORN-M6,S,3,2024-09-30
100589,TORN-M8,S,32,2024-09-30
100590,TURC-M6,S,66,2024-09-30
100591,TURC-M8,S,39,2024-09-30
100592,CINT-5M,E,20,2024-10-01
100593,ROND-M8,E,1850,2024-10-01
100594,TURC-M6,E,2900,2024-10-01
100595,CLAV-2P,S,1,2024-10-01
100596,CLAV-3P,S,6,2024-10-01
100597,CODE-1P,S,7,2024-10-01
100598,CODE-2P,S,3,2024-10-01
100599,ESMA-BL,S,1,2024-10-01
100600,FOCOS-L15,S,2,2024-10-01
100601,FOCOS-L9,S,1,2024-10-01
100602,LIJAD-1,S,1,2024-10-01
100603,PINT-BG,S,2,2024-10-01
100604,PINT-BL,S,1,2024-10-01
100605,ROND-M6,S,42,2024-10-01
100606,ROND-M8,S,13,2024-10-01
100607,TOMA-SNC,S,6,2024-10-01
100608,TORN-M10,S,4,2024-10-01
100609,TORN-M4,S,2,2024-10-01
100610,TORN-M8,S,10,2024-10-01
100611,TURC-M6,S,8,2024-10-01
100612,TURC-M8,S,23,2024-10-01
100613,CLAV-3P,S,2,2024-10-02
100614,CODE-2P,S,2,2024-10-02
100615,DEST-PL6,S,2,2024-10-02
100616,LIAV-10,S,1,2024-10-02
100617,PINT-BG,S,1,2024-10-02
100618,PINT-GR,S,1,2024-10-02
100619,ROND-M6,S,4,2024-10-02
100620,ROND-M8,S,5,2024-10-02
100621,SELL-TF,S,3,2024-10-02
100622,TOMA-DBL,S,1,2024-10-02
100623,TOMA-SNC,S,9,2024-10-02
100624,TORN-M10,S,6,2024-10-02
100625,TORN-M4,S,13,2024-10-02
100626,TORN-M6,S,1,2024-10-02
100627,TORN-M8,S,34,2024-10-02
100628,TURC-M6,S,18,2024-10-02
100629,TURC-M8,S,50,2024-10-02
100630,BROD-2P,S,1,2024-10-03
100631,CLAV-3P,S,7,2024-10-03
100632,CODE-1P,S,23,2024-10-03
100633,CODE-2P,S,3,2024-10-03
100634,DEST-PH2,S,1,2024-10-03
100635,DEST-PL6,S,1,2024-10-03
100636,FOCOS-L15,S,2,2024-10-03
100637,FOCOS-L9,S,2,2024-10-03
100638,INTE-SNC,S,1,2024-10-03
100639,LLAV-12,S,1,2024-10-03
100640,MART-2A,S,3,2024-10-03
100641,PINT-BL,S,2,2024-10-03
100642,ROND-M6,S,35,2024-10-03
100643,ROND-M8,S,21,2024-10-03
100644,TOMA-SNC,S,8,2024-10-03
100645,TORN-M10,S,3,2024-10-03
100646,TORN-M4,S,2,2024-10-03
100647,TORN-M6,S,6,2024-10-03
100648,TORN-M8,S,15,2024-10-03
100649,TUBO-1P,S,1,2024-10-03
100650,TURC-M6,S,17,2024-10-03
